sample_id,split,scenario_group,ci_platform,source_dataset,source_pipeline_id,source_run_id,timestamp,repository,branch,language,os,cloud_provider,failure_stage,severity,cpu_usage_pct,memory_usage_mb,retry_count,error_type,error_message,stack_trace_summary,failed_file,important_log_excerpt,raw_github_actions_log,model_input_text,root_cause_label,label_verified,label_method,neutral_run_context
GH_RCA_00840,validation,infinite_recursion,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_9125,run_33292,2025-11-22T23:15:16.927259,repo_277,develop,Go,macos-latest,Azure,test,MEDIUM,44.72,19496,4,RecursionError,maximum recursion depth exceeded,internal/service/user_service.go:169,internal/service/user_service.go,"internal/service/user_service.go:169
RecursionError: maximum recursion depth exceeded
##[error]Process completed with exit code 1.","2025-11-22T23:15:16Z Using hosted Ubuntu runner
2025-11-22T23:15:16Z Workspace prepared
2025-11-22T23:15:16Z ##[group]Run kubectl rollout status
2025-11-22T23:15:16Z internal/service/user_service.go:169
2025-11-22T23:15:16Z RecursionError: maximum recursion depth exceeded
2025-11-22T23:15:16Z ##[error]Process completed with exit code 1.
2025-11-22T23:15:16Z Post job cleanup.
2025-11-22T23:15:16Z attempt=4; elapsed_ms=88863; worker_slot=14","stage=test | language=Go | error_type=RecursionError | error_message=maximum recursion depth exceeded | stack_trace=internal/service/user_service.go:169 | failed_file=internal/service/user_service.go | log=internal/service/user_service.go:169
RecursionError: maximum recursion depth exceeded
##[error]Process completed with exit code 1. | context=attempt=4; elapsed_ms=88863; worker_slot=14",application_defect,yes,curated diagnostic log with real Kaggle metadata,attempt=4; elapsed_ms=88863; worker_slot=14
GH_RCA_05381,train,ephemeral_storage,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_9216,run_9099,2025-12-11T18:50:16.927259,repo_418,feature-x,Go,macos-latest,On-Prem,build,LOW,31.98,2469,2,StorageQuotaError,ephemeral storage limit exceeded,runner container,N/A,"Pod ephemeral local storage usage exceeds limit
##[error]Process completed with exit code 1.","2025-12-11T18:50:16Z Previous step completed successfully
2025-12-11T18:50:16Z Repository checkout completed
2025-12-11T18:50:16Z ##[group]Run security scan
2025-12-11T18:50:16Z Pod ephemeral local storage usage exceeds limit
2025-12-11T18:50:16Z ##[error]Process completed with exit code 1.
2025-12-11T18:50:16Z Post job cleanup.
2025-12-11T18:50:16Z attempt=2; elapsed_ms=88880; worker_slot=15","stage=build | language=Go | error_type=StorageQuotaError | error_message=ephemeral storage limit exceeded | stack_trace=runner container | failed_file=N/A | log=Pod ephemeral local storage usage exceeds limit
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=88880; worker_slot=15",infrastructure_resource_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=88880; worker_slot=15
GH_RCA_08608,train,empty_matrix,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_1981,run_40140,2025-12-14T14:53:16.927259,repo_409,feature-x,C++,macos-latest,Azure,test,CRITICAL,13.41,27041,4,MatrixConfigurationError,matrix expansion produced zero jobs,strategy matrix,.github/workflows/ci.yml,"MatrixConfigurationError: no combinations generated
##[error]Process completed with exit code 1.","2025-12-14T14:53:16Z Environment variables loaded
2025-12-14T14:53:16Z Repository checkout completed
2025-12-14T14:53:16Z ##[group]Run cargo test
2025-12-14T14:53:16Z MatrixConfigurationError: no combinations generated
2025-12-14T14:53:16Z ##[error]Process completed with exit code 1.
2025-12-14T14:53:16Z Post job cleanup.
2025-12-14T14:53:16Z attempt=4; elapsed_ms=88897; worker_slot=16","stage=test | language=C++ | error_type=MatrixConfigurationError | error_message=matrix expansion produced zero jobs | stack_trace=strategy matrix | failed_file=.github/workflows/ci.yml | log=MatrixConfigurationError: no combinations generated
##[error]Process completed with exit code 1. | context=attempt=4; elapsed_ms=88897; worker_slot=16",other_or_unknown,yes,curated diagnostic log with real Kaggle metadata,attempt=4; elapsed_ms=88897; worker_slot=16
GH_RCA_00398,train,name_error,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_4035,run_27422,2025-09-22T19:11:16.927259,repo_158,develop,Java,macos-latest,GCP,test,MEDIUM,39.78,22917,0,NameError,name 'order_total' is not defined,src/main/java/com/acme/OrderService.java:54,src/main/java/com/acme/OrderService.java,"src/main/java/com/acme/OrderService.java:54: in create_order
NameError: name 'order_total' is not defined
##[error]Process completed with exit code 1.","2025-09-22T19:11:16Z Runner image initialized
2025-09-22T19:11:16Z Workspace prepared
2025-09-22T19:11:16Z ##[group]Run kubectl rollout status
2025-09-22T19:11:16Z src/main/java/com/acme/OrderService.java:54: in create_order
2025-09-22T19:11:16Z NameError: name 'order_total' is not defined
2025-09-22T19:11:16Z ##[error]Process completed with exit code 1.
2025-09-22T19:11:16Z Post job cleanup.
2025-09-22T19:11:16Z attempt=0; elapsed_ms=88914; worker_slot=17","stage=test | language=Java | error_type=NameError | error_message=name 'order_total' is not defined | stack_trace=src/main/java/com/acme/OrderService.java:54 | failed_file=src/main/java/com/acme/OrderService.java | log=src/main/java/com/acme/OrderService.java:54: in create_order
NameError: name 'order_total' is not defined
##[error]Process completed with exit code 1. | context=attempt=0; elapsed_ms=88914; worker_slot=17",application_defect,yes,curated diagnostic log with real Kaggle metadata,attempt=0; elapsed_ms=88914; worker_slot=17
GH_RCA_04962,test,timezone_misconfigured,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_4040,run_3384,2025-08-31T19:20:16.927259,repo_261,release,C++,macos-latest,Azure,build,MEDIUM,94.86,9146,2,TimezoneError,configured timezone is not available,environment setup,.github/workflows/test.yml,"TimezoneError: unknown time zone Asia/Unknown
##[error]Process completed with exit code 1.","2025-08-31T19:20:16Z Environment variables loaded
2025-08-31T19:20:16Z Dependency cache restored
2025-08-31T19:20:16Z ##[group]Run pytest
2025-08-31T19:20:16Z TimezoneError: unknown time zone Asia/Unknown
2025-08-31T19:20:16Z ##[error]Process completed with exit code 1.
2025-08-31T19:20:16Z Post job cleanup.
2025-08-31T19:20:16Z attempt=2; elapsed_ms=88931; worker_slot=18","stage=build | language=C++ | error_type=TimezoneError | error_message=configured timezone is not available | stack_trace=environment setup | failed_file=.github/workflows/test.yml | log=TimezoneError: unknown time zone Asia/Unknown
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=88931; worker_slot=18",workflow_environment_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=88931; worker_slot=18
GH_RCA_01760,validation,mock_503,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_4796,run_3869,2026-01-20T21:48:16.927259,repo_389,develop,Python,windows-latest,Azure,test,CRITICAL,80.97,6036,3,HTTPError,mock server returned 503 while test expected 200,tests/test_user_service.py:78,tests/test_user_service.py,"mock_response.status=503
HTTPError: mock server returned 503
##[error]Process completed with exit code 1.","2026-01-20T21:48:16Z Previous step completed successfully
2026-01-20T21:48:16Z Repository checkout completed
2026-01-20T21:48:16Z ##[group]Run security scan
2026-01-20T21:48:16Z mock_response.status=503
2026-01-20T21:48:16Z HTTPError: mock server returned 503
2026-01-20T21:48:16Z ##[error]Process completed with exit code 1.
2026-01-20T21:48:16Z Post job cleanup.
2026-01-20T21:48:16Z attempt=3; elapsed_ms=88948; worker_slot=19","stage=test | language=Python | error_type=HTTPError | error_message=mock server returned 503 while test expected 200 | stack_trace=tests/test_user_service.py:78 | failed_file=tests/test_user_service.py | log=mock_response.status=503
HTTPError: mock server returned 503
##[error]Process completed with exit code 1. | context=attempt=3; elapsed_ms=88948; worker_slot=19",test_script_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=3; elapsed_ms=88948; worker_slot=19
GH_RCA_01924,test,wrong_port,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_5036,run_43490,2025-08-23T03:05:16.927259,repo_199,develop,Java,macos-latest,AWS,test,CRITICAL,21.65,26789,1,ConnectionRefusedError,test client connected to localhost:9999,src/test/java/com/acme/OrderServiceTest.java:169,src/test/java/com/acme/OrderServiceTest.java,"TEST_PORT=9999
ConnectionRefusedError: connection refused at localhost:9999
##[error]Process completed with exit code 1.","2025-08-23T03:05:16Z Environment variables loaded
2025-08-23T03:05:16Z Artifact upload skipped after failure
2025-08-23T03:05:16Z ##[group]Run go test ./...
2025-08-23T03:05:16Z TEST_PORT=9999
2025-08-23T03:05:16Z ConnectionRefusedError: connection refused at localhost:9999
2025-08-23T03:05:16Z ##[error]Process completed with exit code 1.
2025-08-23T03:05:16Z Post job cleanup.
2025-08-23T03:05:16Z attempt=1; elapsed_ms=88965; worker_slot=20","stage=test | language=Java | error_type=ConnectionRefusedError | error_message=test client connected to localhost:9999 | stack_trace=src/test/java/com/acme/OrderServiceTest.java:169 | failed_file=src/test/java/com/acme/OrderServiceTest.java | log=TEST_PORT=9999
ConnectionRefusedError: connection refused at localhost:9999
##[error]Process completed with exit code 1. | context=attempt=1; elapsed_ms=88965; worker_slot=20",test_script_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=1; elapsed_ms=88965; worker_slot=20
GH_RCA_06525,train,ecs_task_failed,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_1138,run_36246,2025-11-10T19:52:16.927259,repo_55,feature-x,Python,macos-latest,On-Prem,deploy,LOW,49.03,13929,2,TaskStartError,ECS task stopped before RUNNING,ECS deployment,deploy/ecs/task-definition.json,"Essential container in task exited
##[error]Process completed with exit code 1.","2025-11-10T19:52:16Z ##[group]Run actions/checkout@v4
2025-11-10T19:52:16Z Repository checkout completed
2025-11-10T19:52:16Z ##[group]Run kubectl rollout status
2025-11-10T19:52:16Z Essential container in task exited
2025-11-10T19:52:16Z ##[error]Process completed with exit code 1.
2025-11-10T19:52:16Z Post job cleanup.
2025-11-10T19:52:16Z attempt=2; elapsed_ms=88982; worker_slot=21","stage=deploy | language=Python | error_type=TaskStartError | error_message=ECS task stopped before RUNNING | stack_trace=ECS deployment | failed_file=deploy/ecs/task-definition.json | log=Essential container in task exited
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=88982; worker_slot=21",deployment_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=88982; worker_slot=21
GH_RCA_04313,train,missing_env_var,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_6905,run_39208,2025-10-22T23:11:16.927259,repo_284,develop,C++,ubuntu-latest,AWS,test,MEDIUM,57.1,16043,4,MissingEnvironmentVariable,DATABASE_URL is not defined,environment setup,.github/workflows/test.yml,"Error: required environment variable DATABASE_URL is not defined
##[error]Process completed with exit code 1.","2025-10-22T23:11:16Z Environment variables loaded
2025-10-22T23:11:16Z Using hosted Ubuntu runner
2025-10-22T23:11:16Z ##[group]Run go test ./...
2025-10-22T23:11:16Z Error: required environment variable DATABASE_URL is not defined
2025-10-22T23:11:16Z ##[error]Process completed with exit code 1.
2025-10-22T23:11:16Z Post job cleanup.
2025-10-22T23:11:16Z attempt=4; elapsed_ms=88999; worker_slot=22","stage=test | language=C++ | error_type=MissingEnvironmentVariable | error_message=DATABASE_URL is not defined | stack_trace=environment setup | failed_file=.github/workflows/test.yml | log=Error: required environment variable DATABASE_URL is not defined
##[error]Process completed with exit code 1. | context=attempt=4; elapsed_ms=88999; worker_slot=22",workflow_environment_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=4; elapsed_ms=88999; worker_slot=22
GH_RCA_08305,train,merge_conflict,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_5721,run_41675,2025-11-04T03:18:16.927259,repo_118,main,Go,ubuntu-latest,GCP,test,MEDIUM,71.39,27895,2,MergeConflictError,automatic merge failed due to conflicts,checkout merge,N/A,"CONFLICT (content): Merge conflict in generated file
##[error]Process completed with exit code 1.","2025-11-04T03:18:16Z Runner image initialized
2025-11-04T03:18:16Z Using hosted Ubuntu runner
2025-11-04T03:18:16Z ##[group]Run kubectl rollout status
2025-11-04T03:18:16Z CONFLICT (content): Merge conflict in generated file
2025-11-04T03:18:16Z ##[error]Process completed with exit code 1.
2025-11-04T03:18:16Z Post job cleanup.
2025-11-04T03:18:16Z attempt=2; elapsed_ms=89016; worker_slot=23","stage=test | language=Go | error_type=MergeConflictError | error_message=automatic merge failed due to conflicts | stack_trace=checkout merge | failed_file=N/A | log=CONFLICT (content): Merge conflict in generated file
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=89016; worker_slot=23",other_or_unknown,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=89016; worker_slot=23
GH_RCA_04207,train,permission_denied,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_4937,run_29489,2025-12-29T09:13:16.927259,repo_303,main,Java,windows-latest,On-Prem,test,CRITICAL,31.52,18497,2,PermissionError,permission denied writing coverage report,runner filesystem,.github/workflows/test.yml,"PermissionError: [Errno 13] Permission denied: '/opt/app/reports/coverage.xml'
##[error]Process completed with exit code 1.","2025-12-29T09:13:16Z Workspace prepared
2025-12-29T09:13:16Z Artifact upload skipped after failure
2025-12-29T09:13:16Z ##[group]Run npm test
2025-12-29T09:13:16Z PermissionError: [Errno 13] Permission denied: '/opt/app/reports/coverage.xml'
2025-12-29T09:13:16Z ##[error]Process completed with exit code 1.
2025-12-29T09:13:16Z Post job cleanup.
2025-12-29T09:13:16Z attempt=2; elapsed_ms=89033; worker_slot=24","stage=test | language=Java | error_type=PermissionError | error_message=permission denied writing coverage report | stack_trace=runner filesystem | failed_file=.github/workflows/test.yml | log=PermissionError: [Errno 13] Permission denied: '/opt/app/reports/coverage.xml'
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=89033; worker_slot=24",workflow_environment_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=89033; worker_slot=24
GH_RCA_05968,test,quota_rejected,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_5757,run_28026,2025-09-27T09:31:16.927259,repo_394,feature-x,C++,ubuntu-latest,Azure,deploy,LOW,18.56,1831,1,QuotaExceeded,resource quota exhausted,cloud runner,N/A,"The requested resource exceeds the current quota
##[error]Process completed with exit code 1.","2025-09-27T09:31:16Z Artifact upload skipped after failure
2025-09-27T09:31:16Z Environment variables loaded
2025-09-27T09:31:16Z ##[group]Run security scan
2025-09-27T09:31:16Z The requested resource exceeds the current quota
2025-09-27T09:31:16Z ##[error]Process completed with exit code 1.
2025-09-27T09:31:16Z Post job cleanup.
2025-09-27T09:31:16Z attempt=1; elapsed_ms=89050; worker_slot=25","stage=deploy | language=C++ | error_type=QuotaExceeded | error_message=resource quota exhausted | stack_trace=cloud runner | failed_file=N/A | log=The requested resource exceeds the current quota
##[error]Process completed with exit code 1. | context=attempt=1; elapsed_ms=89050; worker_slot=25",infrastructure_resource_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=1; elapsed_ms=89050; worker_slot=25
GH_RCA_00069,train,serialization_error,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_2415,run_35719,2025-10-14T02:44:16.927259,repo_181,feature-x,Rust,windows-latest,On-Prem,build,HIGH,73.77,31948,4,SerializationError,Decimal is not JSON serializable,src/payment_service.rs:164,src/payment_service.rs,"src/payment_service.rs:164
SerializationError: Decimal is not JSON serializable
##[error]Process completed with exit code 1.","2025-10-14T02:44:16Z Repository checkout completed
2025-10-14T02:44:16Z Runner image initialized
2025-10-14T02:44:16Z ##[group]Run npm test
2025-10-14T02:44:16Z src/payment_service.rs:164
2025-10-14T02:44:16Z SerializationError: Decimal is not JSON serializable
2025-10-14T02:44:16Z ##[error]Process completed with exit code 1.
2025-10-14T02:44:16Z Post job cleanup.
2025-10-14T02:44:16Z attempt=4; elapsed_ms=89067; worker_slot=26","stage=build | language=Rust | error_type=SerializationError | error_message=Decimal is not JSON serializable | stack_trace=src/payment_service.rs:164 | failed_file=src/payment_service.rs | log=src/payment_service.rs:164
SerializationError: Decimal is not JSON serializable
##[error]Process completed with exit code 1. | context=attempt=4; elapsed_ms=89067; worker_slot=26",application_defect,yes,curated diagnostic log with real Kaggle metadata,attempt=4; elapsed_ms=89067; worker_slot=26
GH_RCA_05279,train,runner_timeout,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_6648,run_41822,2025-09-09T19:38:16.927259,repo_82,develop,NodeJS,windows-latest,On-Prem,build,CRITICAL,48.24,18524,1,RunnerTimeout,job exceeded maximum execution time,hosted runner,N/A,"The operation was canceled
Job exceeded maximum execution time
##[error]Process completed with exit code 1.","2025-09-09T19:38:16Z ##[group]Run actions/checkout@v4
2025-09-09T19:38:16Z Repository checkout completed
2025-09-09T19:38:16Z ##[group]Run security scan
2025-09-09T19:38:16Z The operation was canceled
2025-09-09T19:38:16Z Job exceeded maximum execution time
2025-09-09T19:38:16Z ##[error]Process completed with exit code 1.
2025-09-09T19:38:16Z Post job cleanup.
2025-09-09T19:38:16Z attempt=1; elapsed_ms=89084; worker_slot=27","stage=build | language=NodeJS | error_type=RunnerTimeout | error_message=job exceeded maximum execution time | stack_trace=hosted runner | failed_file=N/A | log=The operation was canceled
Job exceeded maximum execution time
##[error]Process completed with exit code 1. | context=attempt=1; elapsed_ms=89084; worker_slot=27",infrastructure_resource_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=1; elapsed_ms=89084; worker_slot=27
GH_RCA_07714,validation,branch_policy,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_9902,run_30154,2025-09-30T04:52:16.927259,repo_269,release,Go,windows-latest,Azure,build,MEDIUM,52.07,24070,4,BranchPolicyError,release branch lacks required security checks,branch protection,.github/workflows/release.yml,"Required status check 'security-scan' is missing
##[error]Process completed with exit code 1.","2025-09-30T04:52:16Z Environment variables loaded
2025-09-30T04:52:16Z Workspace prepared
2025-09-30T04:52:16Z ##[group]Run security scan
2025-09-30T04:52:16Z Required status check 'security-scan' is missing
2025-09-30T04:52:16Z ##[error]Process completed with exit code 1.
2025-09-30T04:52:16Z Post job cleanup.
2025-09-30T04:52:16Z attempt=4; elapsed_ms=89101; worker_slot=28","stage=build | language=Go | error_type=BranchPolicyError | error_message=release branch lacks required security checks | stack_trace=branch protection | failed_file=.github/workflows/release.yml | log=Required status check 'security-scan' is missing
##[error]Process completed with exit code 1. | context=attempt=4; elapsed_ms=89101; worker_slot=28",security_policy_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=4; elapsed_ms=89101; worker_slot=28
GH_RCA_06783,validation,revision_conflict,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_1086,run_13799,2025-11-05T03:08:16.927259,repo_474,develop,Java,windows-latest,On-Prem,deploy,MEDIUM,14.51,29126,2,RevisionConflictError,deployment revision conflicts with existing release,helm upgrade,deploy/helm/values.yaml,"another operation is in progress
##[error]Process completed with exit code 1.","2025-11-05T03:08:16Z Post job cleanup started
2025-11-05T03:08:16Z ##[group]Run actions/checkout@v4
2025-11-05T03:08:16Z ##[group]Run go test ./...
2025-11-05T03:08:16Z another operation is in progress
2025-11-05T03:08:16Z ##[error]Process completed with exit code 1.
2025-11-05T03:08:16Z Post job cleanup.
2025-11-05T03:08:16Z attempt=2; elapsed_ms=89118; worker_slot=29","stage=deploy | language=Java | error_type=RevisionConflictError | error_message=deployment revision conflicts with existing release | stack_trace=helm upgrade | failed_file=deploy/helm/values.yaml | log=another operation is in progress
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=89118; worker_slot=29",deployment_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=89118; worker_slot=29
GH_RCA_03033,train,unsupported_runtime,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_2910,run_20952,2025-10-19T05:24:16.927259,repo_418,feature-x,NodeJS,macos-latest,On-Prem,build,LOW,43.72,15772,4,RuntimeCompatibilityError,lodash does not support runtime version,package installation,requirements.txt,"RuntimeCompatibilityError: unsupported runtime for lodash
##[error]Process completed with exit code 1.","2025-10-19T05:24:16Z Previous step completed successfully
2025-10-19T05:24:16Z Workspace prepared
2025-10-19T05:24:16Z ##[group]Run go test ./...
2025-10-19T05:24:16Z RuntimeCompatibilityError: unsupported runtime for lodash
2025-10-19T05:24:16Z ##[error]Process completed with exit code 1.
2025-10-19T05:24:16Z Post job cleanup.
2025-10-19T05:24:16Z attempt=4; elapsed_ms=89135; worker_slot=30","stage=build | language=NodeJS | error_type=RuntimeCompatibilityError | error_message=lodash does not support runtime version | stack_trace=package installation | failed_file=requirements.txt | log=RuntimeCompatibilityError: unsupported runtime for lodash
##[error]Process completed with exit code 1. | context=attempt=4; elapsed_ms=89135; worker_slot=30",dependency_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=4; elapsed_ms=89135; worker_slot=30
GH_RCA_03233,train,package_not_found,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_8524,run_31082,2025-11-29T05:05:16.927259,repo_287,develop,Rust,windows-latest,GCP,build,LOW,82.72,18617,5,PackageNotFoundError,package spring-core was not found,package registry,requirements.txt,"ERROR: No matching distribution found for spring-core
##[error]Process completed with exit code 1.","2025-11-29T05:05:16Z Environment variables loaded
2025-11-29T05:05:16Z ##[group]Run actions/checkout@v4
2025-11-29T05:05:16Z ##[group]Run security scan
2025-11-29T05:05:16Z ERROR: No matching distribution found for spring-core
2025-11-29T05:05:16Z ##[error]Process completed with exit code 1.
2025-11-29T05:05:16Z Post job cleanup.
2025-11-29T05:05:16Z attempt=5; elapsed_ms=89152; worker_slot=31","stage=build | language=Rust | error_type=PackageNotFoundError | error_message=package spring-core was not found | stack_trace=package registry | failed_file=requirements.txt | log=ERROR: No matching distribution found for spring-core
##[error]Process completed with exit code 1. | context=attempt=5; elapsed_ms=89152; worker_slot=31",dependency_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=5; elapsed_ms=89152; worker_slot=31
GH_RCA_07005,train,container_vulnerability,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_9041,run_7425,2025-08-31T10:09:16.927259,repo_240,develop,Rust,macos-latest,GCP,build,CRITICAL,32.8,16759,0,ContainerScanError,container image contains critical vulnerability,container scan,Dockerfile,"CRITICAL vulnerability found in openssl package
##[error]Process completed with exit code 1.","2025-08-31T10:09:16Z Runner image initialized
2025-08-31T10:09:16Z Repository checkout completed
2025-08-31T10:09:16Z ##[group]Run pytest
2025-08-31T10:09:16Z CRITICAL vulnerability found in openssl package
2025-08-31T10:09:16Z ##[error]Process completed with exit code 1.
2025-08-31T10:09:16Z Post job cleanup.
2025-08-31T10:09:16Z attempt=0; elapsed_ms=89169; worker_slot=32","stage=build | language=Rust | error_type=ContainerScanError | error_message=container image contains critical vulnerability | stack_trace=container scan | failed_file=Dockerfile | log=CRITICAL vulnerability found in openssl package
##[error]Process completed with exit code 1. | context=attempt=0; elapsed_ms=89169; worker_slot=32",security_policy_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=0; elapsed_ms=89169; worker_slot=32
GH_RCA_02615,train,connection_refused,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_1812,run_22482,2025-08-20T20:01:16.927259,repo_360,develop,C++,windows-latest,Azure,deploy,HIGH,55.79,20715,4,ConnectionRefusedError,connection to auth.service.internal:443 was refused,request to auth.service.internal,N/A,"ConnectionRefusedError: connection to auth.service.internal:443 was refused
##[error]Process completed with exit code 1.","2025-08-20T20:01:16Z Environment variables loaded
2025-08-20T20:01:16Z Dependency cache restored
2025-08-20T20:01:16Z ##[group]Run go test ./...
2025-08-20T20:01:16Z ConnectionRefusedError: connection to auth.service.internal:443 was refused
2025-08-20T20:01:16Z ##[error]Process completed with exit code 1.
2025-08-20T20:01:16Z Post job cleanup.
2025-08-20T20:01:16Z attempt=4; elapsed_ms=89186; worker_slot=33","stage=deploy | language=C++ | error_type=ConnectionRefusedError | error_message=connection to auth.service.internal:443 was refused | stack_trace=request to auth.service.internal | failed_file=N/A | log=ConnectionRefusedError: connection to auth.service.internal:443 was refused
##[error]Process completed with exit code 1. | context=attempt=4; elapsed_ms=89186; worker_slot=33",network_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=4; elapsed_ms=89186; worker_slot=33
GH_RCA_03339,train,lock_mismatch,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_8632,run_21106,2025-12-09T05:27:16.927259,repo_452,feature-x,Rust,windows-latest,On-Prem,build,MEDIUM,44.02,32024,1,LockFileError,package-lock.json is not synchronized with package.json,npm ci,package-lock.json,"npm ERR! package.json and package-lock.json are not in sync
##[error]Process completed with exit code 1.","2025-12-09T05:27:16Z Previous step completed successfully
2025-12-09T05:27:16Z Workspace prepared
2025-12-09T05:27:16Z ##[group]Run npm test
2025-12-09T05:27:16Z npm ERR! package.json and package-lock.json are not in sync
2025-12-09T05:27:16Z ##[error]Process completed with exit code 1.
2025-12-09T05:27:16Z Post job cleanup.
2025-12-09T05:27:16Z attempt=1; elapsed_ms=89203; worker_slot=34","stage=build | language=Rust | error_type=LockFileError | error_message=package-lock.json is not synchronized with package.json | stack_trace=npm ci | failed_file=package-lock.json | log=npm ERR! package.json and package-lock.json are not in sync
##[error]Process completed with exit code 1. | context=attempt=1; elapsed_ms=89203; worker_slot=34",dependency_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=1; elapsed_ms=89203; worker_slot=34
GH_RCA_01059,train,bad_parameterization,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_8953,run_27440,2026-02-01T05:01:16.927259,repo_249,main,C++,windows-latest,Azure,test,CRITICAL,60.65,14094,2,ParameterizationError,parameter set contains invalid argument combination,tests/test_payment_service.cpp:115,tests/test_payment_service.cpp,"ParameterizationError: invalid argument combination
##[error]Process completed with exit code 1.","2026-02-01T05:01:16Z Previous step completed successfully
2026-02-01T05:01:16Z Runner image initialized
2026-02-01T05:01:16Z ##[group]Run npm test
2026-02-01T05:01:16Z ParameterizationError: invalid argument combination
2026-02-01T05:01:16Z ##[error]Process completed with exit code 1.
2026-02-01T05:01:16Z Post job cleanup.
2026-02-01T05:01:16Z attempt=2; elapsed_ms=89220; worker_slot=35","stage=test | language=C++ | error_type=ParameterizationError | error_message=parameter set contains invalid argument combination | stack_trace=tests/test_payment_service.cpp:115 | failed_file=tests/test_payment_service.cpp | log=ParameterizationError: invalid argument combination
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=89220; worker_slot=35",test_script_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=89220; worker_slot=35
