test_id,test_name,pipeline,browser,os,language,cloud_provider,branch,root_cause,failure_stage,failure_type,error_message,stack_trace,severity,old_value,new_value,retry_count,test_duration_sec,cpu_usage_pct,memory_usage_mb,is_flaky_test,recommendation,developer_alert,timestamp
SEL-1169,Payment Test,CircleCI,Safari,windows-latest,Python,AWS,release,locator_issue,test,Test Failure,InvalidSelectorException: invalid selector: #search-input is not a valid CSS selector,ElementNotInteractableException at PaymentTest.sendKeys(),MEDIUM,#search-input,[data-testid='register-link'],2,117,38.45,2511,False,Locator changed after UI refactor. Use '[data-testid='register-link']' instead of '#search-input',False,2025-01-02T00:00:00
SEL-1027,Multi-Tab Navigation Test,Jenkins,Edge,windows-latest,Java,On-Prem,hotfix,locator_issue,test,Test Failure,InvalidSelectorException: invalid selector: #email-field is not a valid CSS selector,ElementNotInteractableException at Multi-TabNavigationTest.sendKeys(),MEDIUM,#email-field,[data-testid='add-to-cart'],1,61,42.11,1387,False,Locator changed after UI refactor. Use '[data-testid='add-to-cart']' instead of '#email-field',False,2025-03-28T00:00:00
SEL-5106,Payment Test,Jenkins,Edge,windows-latest,Java,GCP,main,network_api_error,test,Network Error,An unexpected error occurred during test execution.,Exception at generic_handler.py,HIGH,N/A,N/A,3,176,50.02,1609,True,Use mock API responses for test isolation instead of live API calls,True,2025-11-17T00:00:00
SEL-5071,Login Test,Azure DevOps,Safari,ubuntu-latest,C#,On-Prem,develop,network_api_error,test,Network Error,Failed to complete the action on the web application.,Exception at generic_handler.py,HIGH,N/A,N/A,3,59,32.52,1772,True,Increase API request timeout configuration for slow test environments,True,2025-06-30T00:00:00
SEL-6024,Password Reset Test,GitLab CI,Safari,ubuntu-latest,Java,GCP,develop,application_defect,test,Test Failure,AssertionError: Password reset link expired immediately — token TTL bug,AssertionError at PasswordResetTest.assertBusinessRule() — logic defect detected,HIGH,N/A,N/A,1,16,35.17,1687,False,This is an application-level defect. Raise a bug report for the development team,True,2025-05-23T00:00:00
SEL-1033,Report Export Test,GitLab CI,Safari,windows-latest,Java,On-Prem,develop,locator_issue,test,Test Failure,org.openqa.selenium.StaleElementReferenceException: stale element reference: element is not attached to the page document; locator=//input[@name='username'],StaleElementReferenceException at ReportExportTest.clickElement(),MEDIUM,//input[@name='username'],[data-testid='login-button'],0,54,36.81,3293,False,Locator changed after UI refactor. Use '[data-testid='login-button']' instead of '//input[@name='username']',False,2025-03-26T00:00:00
SEL-3052,Form Validation Test,CircleCI,Chrome,ubuntu-latest,C#,GCP,release,test_data_issue,test,Test Failure,Failed to complete the action on the web application.,Exception at generic_handler.py,MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,0,17,15.58,1037,True,"Use test data factories to ensure isolated, reproducible test state",True,2025-01-22T00:00:00
SEL-6037,Logout Test,GitLab CI,Safari,macos-latest,C#,AWS,feature-x,application_defect,test,Test Failure,AssertionError: Form submission succeeded but no confirmation email was sent,AssertionError at LogoutTest.verifyExpectedBehavior() — application regression,HIGH,N/A,N/A,1,76,53.37,2416,False,This is an application-level defect. Raise a bug report for the development team,True,2025-06-27T00:00:00
SEL-6111,Order History Test,CircleCI,Safari,macos-latest,Python,GCP,release,application_defect,test,Test Failure,AssertionError: Exported CSV file has 0 rows — data export functionality broken,AssertionError at OrderHistoryTest.validatePageContent() — incorrect UI state,HIGH,N/A,N/A,1,90,49.78,2280,False,Forward to developer: application behaviour does not match expected specification,True,2025-01-14T00:00:00
SEL-1018,Registration Test,Azure DevOps,Firefox,macos-latest,JavaScript,Azure,feature-x,locator_issue,test,Test Failure,org.openqa.selenium.NoSuchElementException: no such element: Unable to locate element: {#search-input},"NoSuchElementException at RegistrationTest.findElement(By.cssSelector(""#search-input""))",MEDIUM,#search-input,[data-testid='submit'],1,25,41.91,2737,False,Locator changed after UI refactor. Use '[data-testid='submit']' instead of '#search-input',False,2025-12-01T00:00:00
SEL-6039,Logout Test,CircleCI,Edge,macos-latest,Python,On-Prem,hotfix,application_defect,test,Test Failure,AssertionError: Expected user balance 1000.00 but found 850.00 — calculation bug,AssertionError at LogoutTest.validatePageContent() — incorrect UI state,CRITICAL,N/A,N/A,1,24,51.42,2248,False,Forward to developer: application behaviour does not match expected specification,True,2025-07-16T00:00:00
SEL-4115,Filter Test,CircleCI,Safari,macos-latest,C#,On-Prem,hotfix,environment_failure,deploy,Configuration Error,ConnectionError: Test application server returned HTTP 503 — service unavailable,ConnectionRefusedError at FilterTest.setupEnvironment(),CRITICAL,N/A,N/A,5,19,87.42,4926,False,Restart test environment services and verify all dependencies are running,True,2025-04-15T00:00:00
SEL-2071,Profile Update Test,CircleCI,Firefox,ubuntu-latest,Java,On-Prem,feature-x,synchronization_issue,test,Timeout,selenium.common.exceptions.ElementNotVisibleException: element is not visible at the time of interaction,TimeoutException at WebDriverWait.until() — element not ready within timeout period,MEDIUM,driver.implicitly_wait(2),"WebDriverWait(driver, 20).until(EC.element_to_be_clickable(locator))",2,229,48.58,533,True,"Replace 'driver.implicitly_wait(2)' with explicit wait: WebDriverWait(driver, 20).until(EC.element_to_be_clickable(locator))",False,2025-03-16T00:00:00
SEL-6081,Checkout Test,Azure DevOps,Chrome,macos-latest,JavaScript,AWS,hotfix,application_defect,test,Test Failure,AssertionError: Form submission succeeded but no confirmation email was sent,AssertionError at CheckoutTest.verifyExpectedBehavior() — application regression,CRITICAL,N/A,N/A,1,46,42.99,786,False,Forward to developer: application behaviour does not match expected specification,True,2025-02-08T00:00:00
SEL-3089,Password Reset Test,GitLab CI,Edge,macos-latest,Python,AWS,develop,test_data_issue,test,Test Failure,AssertionError: Expected user role 'admin' but got 'viewer' — DB seed data incorrect,DataNotFoundException at TestDataHelper.fetchRecord(),LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,55,38.18,1180,True,Use dynamic test data generation instead of hardcoded values,True,2025-05-14T00:00:00
SEL-2112,Product Search Test,Azure DevOps,Firefox,windows-latest,C#,Azure,hotfix,synchronization_issue,test,Timeout,selenium.common.exceptions.ElementNotVisibleException: element is not visible at the time of interaction,TimeoutException at WebDriverWait.until() — element not ready within timeout period,MEDIUM,driver.implicitly_wait(3),"WebDriverWait(driver, 30).until(EC.text_to_be_present_in_element(locator, text))",2,66,20.65,2273,True,Increase timeout and add explicit visibility check before interaction,False,2025-12-17T00:00:00
SEL-1161,Multi-Tab Navigation Test,GitHub Actions,Edge,windows-latest,Java,On-Prem,main,network_api_error,test,Test Failure,org.openqa.selenium.StaleElementReferenceException: stale element reference: element is not attached to the page document; locator=.hero-cta-button,ElementNotInteractableException at Multi-TabNavigationTest.sendKeys(),MEDIUM,.hero-cta-button,[data-testid='confirm-order'],2,86,35.67,2103,False,Locator changed after UI refactor. Use '[data-testid='confirm-order']' instead of '.hero-cta-button',False,2025-02-28T00:00:00
SEL-2049,User Role Test,GitLab CI,Chrome,macos-latest,JavaScript,On-Prem,release,synchronization_issue,test,Timeout,org.openqa.selenium.TimeoutException: Expected condition failed: waiting for visibility of element (tried for 5 second(s)),ElementClickInterceptedException at UserRoleTest.clickButton() — overlay not dismissed,MEDIUM,time.sleep(1),"WebDriverWait(driver, 12).until(EC.invisibility_of_element_located(loader))",3,293,13.29,905,True,"Replace 'time.sleep(1)' with explicit wait: WebDriverWait(driver, 12).until(EC.invisibility_of_element_located(loader))",False,2025-10-03T00:00:00
SEL-4093,Session Timeout Test,Jenkins,Edge,macos-latest,Java,AWS,develop,environment_failure,build,Configuration Error,WebDriverException: Chrome browser failed to launch — ChromeDriver version mismatch,WebDriverException at WebDriver.initialize() — driver binary not found,CRITICAL,N/A,N/A,3,7,66.25,4630,False,Check Selenium Grid hub availability and ensure test node is registered,True,2025-03-02T00:00:00
SEL-4106,Payment Test,GitHub Actions,Edge,ubuntu-latest,Python,On-Prem,feature-x,application_defect,deploy,Dependency Error,DockerContainerError: Test container exited unexpectedly with code 137 (OOM Killed),EnvironmentError at TestBase.getDriver() — RemoteWebDriver unavailable,HIGH,N/A,N/A,4,19,72.65,4670,False,Update ChromeDriver version to match installed Chrome browser version,True,2025-08-17T00:00:00
SEL-3028,Session Timeout Test,Jenkins,Firefox,ubuntu-latest,Python,AWS,hotfix,test_data_issue,test,Test Failure,NullPointerException: Test data record not found in database for user_id=TEST_9921,DataNotFoundException at TestDataHelper.fetchRecord(),LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,54,28.79,682,True,Re-seed test database with fresh test data before execution,True,2025-04-10T00:00:00
SEL-1125,Password Reset Test,GitHub Actions,Safari,windows-latest,JavaScript,AWS,release,locator_issue,test,Test Failure,The operation timed out after 60 seconds.,Exception at generic_handler.py,HIGH,#register-link,[data-testid='hero-cta'],1,46,66.79,539,False,Replace brittle CSS selector '#register-link' with data attribute '[data-testid='hero-cta']',False,2025-05-01T00:00:00
SEL-4095,Login Test,GitHub Actions,Chrome,macos-latest,JavaScript,On-Prem,hotfix,environment_failure,deploy,Configuration Error,ConnectionError: Test application server returned HTTP 503 — service unavailable,WebDriverException at WebDriver.initialize() — driver binary not found,CRITICAL,N/A,N/A,3,36,63.22,6513,True,Update ChromeDriver version to match installed Chrome browser version,True,2025-09-19T00:00:00
SEL-6090,Logout Test,GitHub Actions,Chrome,macos-latest,C#,On-Prem,main,application_defect,test,Test Failure,AssertionError: Expected user balance 1000.00 but found 850.00 — calculation bug,AssertionError at LogoutTest.assertBusinessRule() — logic defect detected,CRITICAL,N/A,N/A,0,28,53.9,1238,False,Forward to developer: application behaviour does not match expected specification,True,2025-01-05T00:00:00
SEL-5015,Multi-Tab Navigation Test,GitHub Actions,Safari,windows-latest,Python,GCP,main,application_defect,test,Network Error,urllib.error.URLError: <urlopen error [Errno 111] Connection refused> for test API endpoint,AssertionError at APIHelper.assertResponseStatus() — unexpected status code,MEDIUM,N/A,N/A,2,58,33.37,1732,True,Add retry logic with exponential backoff for transient network failures,True,2025-02-24T00:00:00
SEL-1077,Order History Test,Jenkins,Chrome,windows-latest,C#,On-Prem,release,locator_issue,test,Test Failure,InvalidSelectorException: invalid selector: .checkout-form is not a valid CSS selector,StaleElementReferenceException at OrderHistoryTest.clickElement(),MEDIUM,.checkout-form,[data-testid='hero-cta'],1,32,57.75,978,False,Replace brittle CSS selector '.checkout-form' with data attribute '[data-testid='hero-cta']',False,2025-02-26T00:00:00
SEL-6016,Product Search Test,CircleCI,Safari,windows-latest,JavaScript,AWS,hotfix,application_defect,test,Test Failure,AssertionError: Form submission succeeded but no confirmation email was sent,AssertionError at ProductSearchTest.assertBusinessRule() — logic defect detected,CRITICAL,N/A,N/A,0,13,54.65,2421,False,Forward to developer: application behaviour does not match expected specification,True,2025-06-27T00:00:00
SEL-3060,Product Search Test,GitHub Actions,Firefox,ubuntu-latest,C#,AWS,main,test_data_issue,test,Test Failure,AssertionError: Expected price 250.00 but found 199.00 — test data mismatch,NullPointerException at ProductSearchTest.getTestRecord(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,0,17,13.23,1880,False,Re-seed test database with fresh test data before execution,True,2025-08-29T00:00:00
SEL-5000,API Response Test,GitHub Actions,Safari,ubuntu-latest,JavaScript,On-Prem,main,network_api_error,test,Network Error,JSONDecodeError: API response body is not valid JSON — service returned HTML error page,ConnectionError at APIResponseTest.callExternalAPI(),HIGH,N/A,N/A,3,84,27.81,576,True,Verify API service health before test execution using smoke tests,True,2025-02-01T00:00:00
SEL-4114,File Upload Test,CircleCI,Chrome,ubuntu-latest,C#,GCP,develop,environment_failure,test,Resource Exhaustion,WebDriverException: Chrome browser failed to launch — ChromeDriver version mismatch,ConnectionRefusedError at FileUploadTest.setupEnvironment(),CRITICAL,N/A,N/A,3,25,79.27,6942,False,Check Selenium Grid hub availability and ensure test node is registered,True,2025-03-12T00:00:00
SEL-5002,Payment Test,CircleCI,Chrome,windows-latest,C#,On-Prem,hotfix,environment_failure,test,Network Error,urllib.error.URLError: <urlopen error [Errno 111] Connection refused> for test API endpoint,AssertionError at APIHelper.assertResponseStatus() — unexpected status code,HIGH,N/A,N/A,3,43,18.7,1389,True,Increase API request timeout configuration for slow test environments,True,2025-06-02T00:00:00
SEL-6076,Notification Test,CircleCI,Edge,ubuntu-latest,Python,Azure,develop,application_defect,test,Test Failure,AssertionError: Expected user balance 1000.00 but found 850.00 — calculation bug,AssertionError at NotificationTest.assertBusinessRule() — logic defect detected,CRITICAL,N/A,N/A,1,15,51.25,2109,False,Forward to developer: application behaviour does not match expected specification,True,2025-12-28T00:00:00
SEL-1079,API Response Test,CircleCI,Firefox,ubuntu-latest,C#,Azure,hotfix,environment_failure,test,Test Failure,InvalidSelectorException: invalid selector: #submit-btn is not a valid CSS selector,ElementNotInteractableException at APIResponseTest.sendKeys(),MEDIUM,#submit-btn,[data-testid='login-button'],0,55,63.09,685,False,Update locator from '#submit-btn' to '[data-testid='login-button']' using stable data-testid attribute,False,2025-08-24T00:00:00
SEL-3043,Password Reset Test,Jenkins,Chrome,ubuntu-latest,JavaScript,On-Prem,hotfix,test_data_issue,test,Test Failure,The operation timed out after 60 seconds.,Exception at generic_handler.py,MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,42,29.98,1341,False,"Use test data factories to ensure isolated, reproducible test state",True,2025-08-23T00:00:00
SEL-2088,Order History Test,CircleCI,Edge,ubuntu-latest,Java,GCP,release,synchronization_issue,test,Timeout,selenium.common.exceptions.TimeoutException: Message: Timeout waiting for element to be clickable,TimeoutException at OrderHistoryTest.waitForElement() — implicit wait too short,MEDIUM,driver.implicitly_wait(3),"WebDriverWait(driver, 15).until(EC.visibility_of_element_located(locator))",1,47,36.54,1844,True,Increase timeout and add explicit visibility check before interaction,False,2025-08-28T00:00:00
SEL-2148,Form Validation Test,GitLab CI,Chrome,windows-latest,Java,GCP,release,synchronization_issue,test,Timeout,org.openqa.selenium.TimeoutException: Expected condition failed: waiting for visibility of element (tried for 5 second(s)),TimeoutException at WebDriverWait.until() — element not ready within timeout period,MEDIUM,time.sleep(0.5),"WebDriverWait(driver, 30).until(EC.text_to_be_present_in_element(locator, text))",4,197,29.77,763,True,"Replace 'time.sleep(0.5)' with explicit wait: WebDriverWait(driver, 30).until(EC.text_to_be_present_in_element(locator, text))",False,2025-04-22T00:00:00
SEL-3031,Profile Update Test,GitLab CI,Firefox,ubuntu-latest,Java,On-Prem,develop,test_data_issue,test,Test Failure,AssertionError: Expected item count 5 but found 0 — cart test data not initialized,AssertionError at ProfileUpdateTest.validateExpectedResult(),LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,42,24.53,1148,True,Use dynamic test data generation instead of hardcoded values,True,2025-11-09T00:00:00
SEL-1139,API Response Test,CircleCI,Chrome,macos-latest,C#,GCP,develop,locator_issue,test,Test Failure,org.openqa.selenium.StaleElementReferenceException: stale element reference: element is not attached to the page document; locator=.modal-close-btn,StaleElementReferenceException at APIResponseTest.clickElement(),MEDIUM,.modal-close-btn,"//button[contains(@data-testid,'proceed')]",0,77,63.2,3548,True,"Update locator from '.modal-close-btn' to '//button[contains(@data-testid,'proceed')]' using stable data-testid attribute",False,2025-05-14T00:00:00
SEL-5041,Form Validation Test,Jenkins,Safari,ubuntu-latest,C#,AWS,main,network_api_error,test,Network Error,requests.exceptions.HTTPError: 429 Too Many Requests — API rate limit exceeded,ConnectionError at FormValidationTest.callExternalAPI(),HIGH,N/A,N/A,3,164,35.13,812,True,Add retry logic with exponential backoff for transient network failures,True,2025-02-21T00:00:00
SEL-2141,File Upload Test,Azure DevOps,Edge,ubuntu-latest,JavaScript,Azure,feature-x,synchronization_issue,test,Timeout,selenium.common.exceptions.TimeoutException: Message: Timeout waiting for element to be clickable,TimeoutException at FileUploadTest.waitForElement() — implicit wait too short,HIGH,time.sleep(2),"WebDriverWait(driver, 15).until(EC.visibility_of_element_located(locator))",3,193,40.91,993,True,Increase timeout and add explicit visibility check before interaction,False,2025-03-18T00:00:00
SEL-2090,Report Export Test,GitHub Actions,Edge,ubuntu-latest,Python,Azure,feature-x,synchronization_issue,test,Timeout,An unexpected error occurred during test execution.,Exception at generic_handler.py,MEDIUM,"WebDriverWait(driver, 5)","WebDriverWait(driver, 10).until(EC.presence_of_element_located(locator))",4,274,21.98,2275,True,Increase timeout and add explicit visibility check before interaction,False,2025-11-02T00:00:00
SEL-6126,Profile Update Test,GitLab CI,Edge,ubuntu-latest,C#,GCP,release,application_defect,test,Test Failure,Test runner encountered an unhandled exception.,Exception at generic_handler.py,CRITICAL,N/A,N/A,1,35,29.07,846,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-08-20T00:00:00
SEL-1105,Report Export Test,CircleCI,Firefox,macos-latest,Python,AWS,feature-x,locator_issue,test,Test Failure,ElementNotInteractableException: element not interactable using locator .modal-close-btn,ElementNotInteractableException at ReportExportTest.sendKeys(),MEDIUM,.modal-close-btn,[data-testid='search-bar'],2,57,58.46,3884,True,Update locator from '.modal-close-btn' to '[data-testid='search-bar']' using stable data-testid attribute,False,2025-06-12T00:00:00
SEL-3005,Payment Test,CircleCI,Chrome,macos-latest,Python,Azure,release,test_data_issue,test,Test Failure,AssertionError: Expected status 'ACTIVE' but found 'INACTIVE' — stale test fixture,DataNotFoundException at TestDataHelper.fetchRecord(),LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,44,11.58,959,False,Re-seed test database with fresh test data before execution,True,2025-08-29T00:00:00
SEL-1012,Password Reset Test,Jenkins,Chrome,macos-latest,C#,GCP,release,network_api_error,test,Test Failure,ElementNotInteractableException: element not interactable using locator .hero-cta-button,StaleElementReferenceException at PasswordResetTest.clickElement(),HIGH,.hero-cta-button,[data-testid='add-to-cart'],2,88,69.21,915,True,Replace brittle CSS selector '.hero-cta-button' with data attribute '[data-testid='add-to-cart']',False,2025-06-23T00:00:00
SEL-6013,Payment Test,Azure DevOps,Chrome,ubuntu-latest,C#,GCP,hotfix,application_defect,test,Test Failure,AssertionError: Exported CSV file has 0 rows — data export functionality broken,AssertionError at PaymentTest.assertBusinessRule() — logic defect detected,CRITICAL,N/A,N/A,1,36,26.72,1461,False,This is an application-level defect. Raise a bug report for the development team,True,2025-02-16T00:00:00
SEL-1092,Payment Test,CircleCI,Firefox,windows-latest,Python,Azure,release,locator_issue,test,Test Failure,org.openqa.selenium.StaleElementReferenceException: stale element reference: element is not attached to the page document; locator=.hero-cta-button,"NoSuchElementException at PaymentTest.findElement(By.cssSelector("".hero-cta-button""))",MEDIUM,.hero-cta-button,[data-cy='checkout-form'],0,55,45.1,1477,False,Update locator from '.hero-cta-button' to '[data-cy='checkout-form']' using stable data-testid attribute,False,2025-07-11T00:00:00
SEL-2021,Logout Test,GitLab CI,Edge,macos-latest,JavaScript,On-Prem,main,synchronization_issue,test,Timeout,TimeoutException: Timed out after 10000ms while waiting for element '.modal-overlay' to disappear,TimeoutException at LogoutTest.waitForElement() — implicit wait too short,MEDIUM,"WebDriverWait(driver, 5)","WebDriverWait(driver, 10).until(EC.presence_of_element_located(locator))",4,129,30.02,2075,True,Use fluent wait to handle dynamic page loading instead of fixed sleep,False,2025-06-02T00:00:00
SEL-6027,Notification Test,Azure DevOps,Edge,ubuntu-latest,Java,GCP,develop,application_defect,test,Test Failure,AssertionError: Form submission succeeded but no confirmation email was sent,AssertionError at NotificationTest.validatePageContent() — incorrect UI state,HIGH,N/A,N/A,0,76,46.33,1275,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-03-13T00:00:00
SEL-1196,User Role Test,GitLab CI,Firefox,ubuntu-latest,Java,GCP,feature-x,locator_issue,test,Test Failure,System.Exception: General failure detected in the testing pipeline.,Exception at generic_handler.py,MEDIUM,#confirm-order,[data-testid='hero-cta'],2,77,27.11,1283,False,Locator changed after UI refactor. Use '[data-testid='hero-cta']' instead of '#confirm-order',False,2025-06-08T00:00:00
SEL-6008,API Response Test,GitHub Actions,Safari,ubuntu-latest,C#,On-Prem,main,locator_issue,test,Test Failure,Test runner encountered an unhandled exception.,Exception at generic_handler.py,CRITICAL,N/A,N/A,1,44,40.9,2034,False,Forward to developer: application behaviour does not match expected specification,True,2025-11-29T00:00:00
SEL-1080,Dashboard Load Test,Azure DevOps,Safari,macos-latest,C#,On-Prem,feature-x,locator_issue,test,Test Failure,org.openqa.selenium.NoSuchElementException: no such element: Unable to locate element: {//span[text()='Proceed']},StaleElementReferenceException at DashboardLoadTest.clickElement(),HIGH,//span[text()='Proceed'],[data-testid='submit'],1,26,60.07,3043,False,Locator changed after UI refactor. Use '[data-testid='submit']' instead of '//span[text()='Proceed']',False,2025-07-05T00:00:00
SEL-3105,Order History Test,CircleCI,Chrome,windows-latest,JavaScript,Azure,release,test_data_issue,test,Test Failure,AssertionError: Expected status 'ACTIVE' but found 'INACTIVE' — stale test fixture,NullPointerException at OrderHistoryTest.getTestRecord(),LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,0,37,20.25,1205,False,Use dynamic test data generation instead of hardcoded values,True,2025-11-28T00:00:00
SEL-2082,Report Export Test,GitLab CI,Safari,ubuntu-latest,Java,Azure,main,synchronization_issue,test,Timeout,ElementClickInterceptedException: element click intercepted: another element obscures the target,TimeoutException at ReportExportTest.waitForElement() — implicit wait too short,HIGH,time.sleep(1),"WebDriverWait(driver, 30).until(EC.text_to_be_present_in_element(locator, text))",4,130,15.83,1124,True,Increase timeout and add explicit visibility check before interaction,False,2025-01-05T00:00:00
SEL-1172,Payment Test,Jenkins,Edge,windows-latest,Python,GCP,develop,locator_issue,test,Test Failure,Test runner encountered an unhandled exception.,Exception at generic_handler.py,MEDIUM,.checkout-form,[data-testid='confirm-order'],2,94,57.76,2270,True,Locator changed after UI refactor. Use '[data-testid='confirm-order']' instead of '.checkout-form',False,2025-02-18T00:00:00
SEL-5032,Multi-Tab Navigation Test,GitHub Actions,Firefox,macos-latest,Python,AWS,release,application_defect,test,Network Error,requests.exceptions.ConnectionError: HTTPSConnectionPool — Max retries exceeded for URL,ConnectionError at Multi-TabNavigationTest.callExternalAPI(),MEDIUM,N/A,N/A,3,149,47.74,896,True,Verify API service health before test execution using smoke tests,True,2025-02-23T00:00:00
SEL-6128,Form Validation Test,GitLab CI,Chrome,ubuntu-latest,Java,On-Prem,develop,network_api_error,test,Test Failure,AssertionError: Filter by category 'Electronics' returned 0 results — backend filtering broken,AssertionError at FormValidationTest.verifyExpectedBehavior() — application regression,CRITICAL,N/A,N/A,0,29,43.99,2863,False,This is an application-level defect. Raise a bug report for the development team,True,2025-08-14T00:00:00
SEL-1026,Profile Update Test,GitLab CI,Edge,macos-latest,C#,GCP,release,locator_issue,test,Test Failure,org.openqa.selenium.StaleElementReferenceException: stale element reference: element is not attached to the page document; locator=#register-link,ElementNotInteractableException at ProfileUpdateTest.sendKeys(),HIGH,#register-link,[data-testid='confirm-order'],0,58,53.25,2064,True,Locator changed after UI refactor. Use '[data-testid='confirm-order']' instead of '#register-link',False,2025-10-19T00:00:00
SEL-6007,Registration Test,Jenkins,Safari,macos-latest,Python,On-Prem,develop,application_defect,test,Test Failure,AssertionError: Exported CSV file has 0 rows — data export functionality broken,AssertionError at RegistrationTest.verifyExpectedBehavior() — application regression,HIGH,N/A,N/A,0,31,27.89,977,False,This is an application-level defect. Raise a bug report for the development team,True,2025-08-06T00:00:00
SEL-2119,Filter Test,CircleCI,Firefox,ubuntu-latest,C#,Azure,release,synchronization_issue,test,Timeout,selenium.common.exceptions.TimeoutException: Message: Timeout waiting for element to be clickable,TimeoutException at WebDriverWait.until() — element not ready within timeout period,MEDIUM,driver.implicitly_wait(3),"WebDriverWait(driver, 10).until(EC.presence_of_element_located(locator))",4,189,46.39,1860,True,Increase timeout and add explicit visibility check before interaction,False,2025-10-05T00:00:00
SEL-6067,Registration Test,GitHub Actions,Chrome,ubuntu-latest,JavaScript,AWS,develop,application_defect,test,Test Failure,AssertionError: Page title mismatch — Expected 'Dashboard' but found '404 Page Not Found',AssertionError at RegistrationTest.verifyExpectedBehavior() — application regression,CRITICAL,N/A,N/A,1,22,41.48,721,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-11-21T00:00:00
SEL-4110,API Response Test,Azure DevOps,Safari,ubuntu-latest,JavaScript,GCP,release,environment_failure,test,Configuration Error,ConnectionRefusedError: Test environment database is not reachable at localhost:5432,EnvironmentError at TestBase.getDriver() — RemoteWebDriver unavailable,CRITICAL,N/A,N/A,5,12,60.83,3364,True,Check Selenium Grid hub availability and ensure test node is registered,True,2025-02-22T00:00:00
SEL-3076,Order History Test,GitLab CI,Edge,windows-latest,Java,On-Prem,main,test_data_issue,test,Test Failure,SQLException: Test user 'qa_user_001' does not exist in test environment database,DataNotFoundException at TestDataHelper.fetchRecord(),LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,21,11.43,1430,True,Use dynamic test data generation instead of hardcoded values,True,2025-11-16T00:00:00
SEL-4044,File Upload Test,CircleCI,Safari,ubuntu-latest,Python,Azure,release,environment_failure,test,Resource Exhaustion,RuntimeError: Test environment variable SELENIUM_REMOTE_URL not configured,WebDriverException at WebDriver.initialize() — driver binary not found,HIGH,N/A,N/A,2,6,83.67,4451,False,Restart test environment services and verify all dependencies are running,True,2025-10-01T00:00:00
SEL-1153,Order History Test,GitHub Actions,Edge,windows-latest,Java,On-Prem,feature-x,locator_issue,test,Test Failure,selenium.common.exceptions.NoSuchElementException: Message: no such element: .nav-menu li:nth-child(3),StaleElementReferenceException at OrderHistoryTest.clickElement(),MEDIUM,.nav-menu li:nth-child(3),[data-testid='add-to-cart'],1,99,54.75,2523,True,Replace brittle CSS selector '.nav-menu li:nth-child(3)' with data attribute '[data-testid='add-to-cart']',False,2025-07-12T00:00:00
SEL-2031,Login Test,GitLab CI,Edge,windows-latest,JavaScript,AWS,feature-x,synchronization_issue,test,Timeout,ElementClickInterceptedException: element click intercepted: another element obscures the target,TimeoutException at LoginTest.waitForElement() — implicit wait too short,MEDIUM,driver.implicitly_wait(3),"WebDriverWait(driver, 20).until(EC.element_to_be_clickable(locator))",4,234,48.49,1625,True,Increase timeout and add explicit visibility check before interaction,False,2025-12-20T00:00:00
SEL-4038,Cart Validation Test,GitHub Actions,Chrome,windows-latest,JavaScript,Azure,develop,environment_failure,build,Dependency Error,DockerContainerError: Test container exited unexpectedly with code 137 (OOM Killed),ConnectionRefusedError at CartValidationTest.setupEnvironment(),CRITICAL,N/A,N/A,1,28,80.22,4407,False,Verify test environment Docker containers are healthy before test run,True,2025-07-20T00:00:00
SEL-2077,Login Test,GitHub Actions,Edge,ubuntu-latest,C#,GCP,main,synchronization_issue,test,Timeout,selenium.common.exceptions.ElementNotVisibleException: element is not visible at the time of interaction,TimeoutException at LoginTest.waitForElement() — implicit wait too short,HIGH,driver.implicitly_wait(2),"WebDriverWait(driver, 10).until(EC.presence_of_element_located(locator))",3,211,18.74,2861,True,Increase timeout and add explicit visibility check before interaction,False,2025-04-04T00:00:00
SEL-1055,Dashboard Load Test,GitHub Actions,Firefox,macos-latest,C#,Azure,release,locator_issue,test,Test Failure,org.openqa.selenium.NoSuchElementException: no such element: Unable to locate element: {#product-add-cart},StaleElementReferenceException at DashboardLoadTest.clickElement(),MEDIUM,#product-add-cart,//input[@data-testid='username'],2,108,39.06,3230,True,Replace brittle CSS selector '#product-add-cart' with data attribute '//input[@data-testid='username']',False,2025-01-19T00:00:00
SEL-2040,Form Validation Test,GitHub Actions,Firefox,macos-latest,Java,AWS,release,synchronization_issue,test,Timeout,An unexpected error occurred during test execution.,Exception at generic_handler.py,HIGH,"WebDriverWait(driver, 5)","WebDriverWait(driver, 12).until(EC.invisibility_of_element_located(loader))",4,244,49.18,1528,True,Increase timeout and add explicit visibility check before interaction,False,2025-07-23T00:00:00
