failure_id,ci_tool,language,failure_stage,failure_type,error_type,error_message,stack_trace_summary,log_excerpt,model_input_text,is_flaky_test,root_cause_label
RCA_00919,GitHub Actions,Java,build,Deployment Failure,ImportError,ImportError: cannot import name 'apply_discounts' from application module,src/test/java/com/demo/OrderServiceTest.java line 53,ERROR collecting src/test/java/com/demo/OrderServiceTest.java::test_process_order - test imports old function name,build | Deployment Failure | ImportError | ImportError: cannot import name 'apply_discounts' from application module | src/test/java/com/demo/OrderServiceTest.java line 53 | ERROR collecting src/test/java/com/demo/OrderServiceTest.java::test_process_order - test imports old function name,TRUE,test_script_issue
RCA_00863,CircleCI,Java,build,Dependency Error,ModuleNotFoundError,ModuleNotFoundError: No module named 'numpy',src/test/java/com/demo/UserServiceTest.java line 140,ImportError while importing test module because dependency numpy is missing,build | Dependency Error | ModuleNotFoundError | ModuleNotFoundError: No module named 'numpy' | src/test/java/com/demo/UserServiceTest.java line 140 | ImportError while importing test module because dependency numpy is missing,FALSE,dependency_issue
RCA_01140,CircleCI,Rust,build,Permission Error,AssertionError,AssertionError: assert 180 == 190,tests/order_service_test.rs line 7,FAILED tests/order_service_test.rs::test_create_user - expected value in test appears outdated | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Permission Error | AssertionError | AssertionError: assert 180 == 190 | tests/order_service_test.rs line 7 | FAILED tests/order_service_test.rs::test_create_user - expected value in test appears outdated | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,application_defect
RCA_01123,GitHub Actions,Java,test,Security Scan Failure,TypeError,TypeError: unsupported operand type(s) for +: 'int' and 'str',src/main/java/com/demo/PaymentService.java line 74 in apply_discount,FAILED src/test/java/com/demo/UserServiceTest.java::test_create_user - type mismatch in business logic,test | Security Scan Failure | TypeError | TypeError: unsupported operand type(s) for +: 'int' and 'str' | src/main/java/com/demo/PaymentService.java line 74 in apply_discount | FAILED src/test/java/com/demo/UserServiceTest.java::test_create_user - type mismatch in business logic,FALSE,application_defect
RCA_00373,CircleCI,Go,build,Security Scan Failure,FixtureError,fixture 'sample_user' not found,internal/service/order_service_test.go line 43,ERROR at setup of internal/service/order_service_test.go::test_process_order - missing test fixture,build | Security Scan Failure | FixtureError | fixture 'sample_user' not found | internal/service/order_service_test.go line 43 | ERROR at setup of internal/service/order_service_test.go::test_process_order - missing test fixture,FALSE,test_script_issue
RCA_00761,GitLab CI,Java,test,Security Scan Failure,AssertionError,AssertionError: expected status 200 but got 500,src/main/java/com/demo/PaymentService.java line 43 in apply_discount,FAILED src/test/java/com/demo/OrderServiceTest.java::test_create_user - application returned internal server error,test | Security Scan Failure | AssertionError | AssertionError: expected status 200 but got 500 | src/main/java/com/demo/PaymentService.java line 43 in apply_discount | FAILED src/test/java/com/demo/OrderServiceTest.java::test_create_user - application returned internal server error,TRUE,dependency_issue
RCA_01026,Jenkins,NodeJS,build,Deployment Failure,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 86,Configuration file path does not exist in CI environment,build | Deployment Failure | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 86 | Configuration file path does not exist in CI environment,FALSE,environment_config_issue
RCA_00803,GitLab CI,Python,test,Permission Error,HTTPError,HTTPError: 503 Service Unavailable from upstream service,external_api_client.py line 12,External API returned 503 during tests/test_user_service.py::test_api_response,test | Permission Error | HTTPError | HTTPError: 503 Service Unavailable from upstream service | external_api_client.py line 12 | External API returned 503 during tests/test_user_service.py::test_api_response,FALSE,network_issue
RCA_00036,Jenkins,NodeJS,deploy,Build Failure,ImportError,ImportError: cannot import name 'get_user_profiles' from application module,tests/orderService.test.js line 138,ERROR collecting tests/orderService.test.js::test_calculate_total - test imports old function name,deploy | Build Failure | ImportError | ImportError: cannot import name 'get_user_profiles' from application module | tests/orderService.test.js line 138 | ERROR collecting tests/orderService.test.js::test_calculate_total - test imports old function name,FALSE,test_script_issue
RCA_00427,CircleCI,Rust,build,Security Scan Failure,TimeoutError,TimeoutError: waiting for element 'input[name=email]' exceeded 10 seconds,tests/order_service_test.rs line 84,FAILED tests/order_service_test.rs::test_create_user - UI locator or wait condition is unstable | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Security Scan Failure | TimeoutError | TimeoutError: waiting for element 'input[name=email]' exceeded 10 seconds | tests/order_service_test.rs line 84 | FAILED tests/order_service_test.rs::test_create_user - UI locator or wait condition is unstable | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,application_defect
RCA_00710,Azure DevOps,Rust,deploy,Network Error,ConnectionTimeout,ConnectionTimeout: request timed out after 30 seconds,external_api_client.py line 71,External service call timed out while running tests/user_service_test.rs::test_create_user,deploy | Network Error | ConnectionTimeout | ConnectionTimeout: request timed out after 30 seconds | external_api_client.py line 71 | External service call timed out while running tests/user_service_test.rs::test_create_user,TRUE,network_issue
RCA_00380,Jenkins,NodeJS,build,Build Failure,PermissionError,PermissionError: cannot write to reports/output.json,app/report.py line 61,CI runner cannot write to report output directory | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Build Failure | PermissionError | PermissionError: cannot write to reports/output.json | app/report.py line 61 | CI runner cannot write to report output directory | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,environment_config_issue
RCA_01061,Azure DevOps,C++,build,Resource Exhaustion,DeploymentError,DeploymentError: health check failed after deployment,deploy/health_check.py line 12,Service did not become healthy after deployment | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Resource Exhaustion | DeploymentError | DeploymentError: health check failed after deployment | deploy/health_check.py line 12 | Service did not become healthy after deployment | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,deployment_issue
RCA_00137,GitHub Actions,NodeJS,test,Configuration Error,VersionConflict,Version conflict: required pytest==2.0.0 but installed pytest==1.4.0,dependency_check.py line 15,Dependency version mismatch in CI environment,test | Configuration Error | VersionConflict | Version conflict: required pytest==2.0.0 but installed pytest==1.4.0 | dependency_check.py line 15 | Dependency version mismatch in CI environment,FALSE,dependency_issue
RCA_00501,CircleCI,NodeJS,build,Permission Error,ModuleNotFoundError,ModuleNotFoundError: No module named 'serde',tests/orderService.test.js line 39,ImportError while importing test module because dependency serde is missing,build | Permission Error | ModuleNotFoundError | ModuleNotFoundError: No module named 'serde' | tests/orderService.test.js line 39 | ImportError while importing test module because dependency serde is missing,TRUE,dependency_issue
RCA_01176,Azure DevOps,Rust,test,Deployment Failure,TimeoutError,Job exceeded maximum execution time of 600 seconds,runner/workflow.py line 92,Workflow timed out during test execution | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Deployment Failure | TimeoutError | Job exceeded maximum execution time of 600 seconds | runner/workflow.py line 92 | Workflow timed out during test execution | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,infrastructure_resource_issue
RCA_01486,Jenkins,Go,deploy,Configuration Error,FixtureError,fixture 'sample_user' not found,internal/service/order_service_test.go line 25,ERROR at setup of internal/service/order_service_test.go::test_deploy_health - missing test fixture,deploy | Configuration Error | FixtureError | fixture 'sample_user' not found | internal/service/order_service_test.go line 25 | ERROR at setup of internal/service/order_service_test.go::test_deploy_health - missing test fixture,FALSE,test_script_issue
RCA_00390,CircleCI,Rust,deploy,Configuration Error,AssertionError,AssertionError: assert 180 == 190,tests/user_service_test.rs line 94,FAILED tests/user_service_test.rs::test_api_response - expected value in test appears outdated,deploy | Configuration Error | AssertionError | AssertionError: assert 180 == 190 | tests/user_service_test.rs line 94 | FAILED tests/user_service_test.rs::test_api_response - expected value in test appears outdated,TRUE,application_defect
RCA_01250,GitHub Actions,Python,test,Resource Exhaustion,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 21,Disk full while restoring cache or building image,test | Resource Exhaustion | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 21 | Disk full while restoring cache or building image,FALSE,test_script_issue
RCA_00740,GitHub Actions,Java,test,Resource Exhaustion,ConnectionTimeout,ConnectionTimeout: request timed out after 10 seconds,external_api_client.py line 17,External service call timed out while running src/test/java/com/demo/UserServiceTest.java::test_process_order,test | Resource Exhaustion | ConnectionTimeout | ConnectionTimeout: request timed out after 10 seconds | external_api_client.py line 17 | External service call timed out while running src/test/java/com/demo/UserServiceTest.java::test_process_order,TRUE,network_issue
RCA_00663,GitLab CI,Rust,deploy,Security Scan Failure,DependencyResolutionError,Could not resolve dependency 'lodash>=2.0.0',package_manager.py line 105,Dependency resolver failed during install step,deploy | Security Scan Failure | DependencyResolutionError | Could not resolve dependency 'lodash>=2.0.0' | package_manager.py line 105 | Dependency resolver failed during install step,FALSE,security_policy_issue
RCA_01101,GitLab CI,Go,build,Security Scan Failure,DNSResolutionError,Temporary failure in name resolution for host 'auth.service.local',urllib3/connection.py line 105,Max retries exceeded because DNS resolution failed,build | Security Scan Failure | DNSResolutionError | Temporary failure in name resolution for host 'auth.service.local' | urllib3/connection.py line 105 | Max retries exceeded because DNS resolution failed,FALSE,network_issue
RCA_01023,Azure DevOps,C++,build,Resource Exhaustion,AssertionError,AssertionError: assert 180 == 190,tests/test_user_service.cpp line 92,FAILED tests/test_user_service.cpp::test_create_user - expected value in test appears outdated,build | Resource Exhaustion | AssertionError | AssertionError: assert 180 == 190 | tests/test_user_service.cpp line 92 | FAILED tests/test_user_service.cpp::test_create_user - expected value in test appears outdated,TRUE,environment_config_issue
RCA_00352,Azure DevOps,Go,build,Security Scan Failure,AssertionError,AssertionError: assert 180 == 190,internal/service/user_service_test.go line 86,FAILED internal/service/user_service_test.go::test_apply_discount - expected value in test appears outdated,build | Security Scan Failure | AssertionError | AssertionError: assert 180 == 190 | internal/service/user_service_test.go line 86 | FAILED internal/service/user_service_test.go::test_apply_discount - expected value in test appears outdated,TRUE,test_script_issue
RCA_01408,GitHub Actions,NodeJS,build,Build Failure,PermissionError,PermissionError: cannot write to reports/output.json,app/report.py line 15,CI runner cannot write to report output directory,build | Build Failure | PermissionError | PermissionError: cannot write to reports/output.json | app/report.py line 15 | CI runner cannot write to report output directory,FALSE,environment_config_issue
RCA_00578,Azure DevOps,Go,deploy,Permission Error,ConnectionTimeout,ConnectionTimeout: request timed out after 10 seconds,external_api_client.py line 87,External service call timed out while running internal/service/order_service_test.go::test_process_order,deploy | Permission Error | ConnectionTimeout | ConnectionTimeout: request timed out after 10 seconds | external_api_client.py line 87 | External service call timed out while running internal/service/order_service_test.go::test_process_order,FALSE,network_issue
RCA_00310,GitLab CI,C++,build,Test Failure,ImagePullBackOff,ImagePullBackOff: failed to pull image 'demo-api:latest',kubernetes/deploy.yaml line 95,Deployment failed because container image could not be pulled,build | Test Failure | ImagePullBackOff | ImagePullBackOff: failed to pull image 'demo-api:latest' | kubernetes/deploy.yaml line 95 | Deployment failed because container image could not be pulled,TRUE,deployment_issue
RCA_01436,GitHub Actions,NodeJS,build,Deployment Failure,TimeoutError,TimeoutError: waiting for element 'button.save' exceeded 10 seconds,tests/userController.test.js line 8,FAILED tests/userController.test.js::test_process_order - UI locator or wait condition is unstable,build | Deployment Failure | TimeoutError | TimeoutError: waiting for element 'button.save' exceeded 10 seconds | tests/userController.test.js line 8 | FAILED tests/userController.test.js::test_process_order - UI locator or wait condition is unstable,FALSE,test_script_issue
RCA_01163,GitHub Actions,NodeJS,deploy,Resource Exhaustion,DependencyResolutionError,Could not resolve dependency 'serde>=2.0.0',package_manager.py line 7,Dependency resolver failed during install step,deploy | Resource Exhaustion | DependencyResolutionError | Could not resolve dependency 'serde>=2.0.0' | package_manager.py line 7 | Dependency resolver failed during install step,TRUE,dependency_issue
RCA_00278,Jenkins,Go,build,Network Error,HTTPError,HTTPError: 503 Service Unavailable from upstream service,external_api_client.py line 100,External API returned 503 during internal/service/order_service_test.go::test_api_response | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Network Error | HTTPError | HTTPError: 503 Service Unavailable from upstream service | external_api_client.py line 100 | External API returned 503 during internal/service/order_service_test.go::test_api_response | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,environment_config_issue
RCA_01444,CircleCI,C++,test,Network Error,DependencyResolutionError,Could not resolve dependency 'spring-core>=2.0.0',package_manager.py line 29,Dependency resolver failed during install step,test | Network Error | DependencyResolutionError | Could not resolve dependency 'spring-core>=2.0.0' | package_manager.py line 29 | Dependency resolver failed during install step,TRUE,dependency_issue
RCA_00311,GitHub Actions,NodeJS,test,Dependency Error,ConnectionTimeout,ConnectionTimeout: request timed out after 60 seconds,external_api_client.py line 31,External service call timed out while running tests/userController.test.js::test_create_user,test | Dependency Error | ConnectionTimeout | ConnectionTimeout: request timed out after 60 seconds | external_api_client.py line 31 | External service call timed out while running tests/userController.test.js::test_create_user,TRUE,network_issue
RCA_00944,GitLab CI,C++,deploy,Security Scan Failure,ModuleNotFoundError,ModuleNotFoundError: No module named 'numpy',tests/test_user_service.cpp line 123,ImportError while importing test module because dependency numpy is missing,deploy | Security Scan Failure | ModuleNotFoundError | ModuleNotFoundError: No module named 'numpy' | tests/test_user_service.cpp line 123 | ImportError while importing test module because dependency numpy is missing,TRUE,environment_config_issue
RCA_00964,Jenkins,C++,deploy,Permission Error,AssertionError,AssertionError: assert 180 == 190,tests/test_user_service.cpp line 93,FAILED tests/test_user_service.cpp::test_api_response - expected value in test appears outdated | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Permission Error | AssertionError | AssertionError: assert 180 == 190 | tests/test_user_service.cpp line 93 | FAILED tests/test_user_service.cpp::test_api_response - expected value in test appears outdated | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,test_script_issue
RCA_01466,GitHub Actions,Go,test,Permission Error,TimeoutError,Job exceeded maximum execution time of 600 seconds,runner/workflow.py line 120,Workflow timed out during test execution | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Permission Error | TimeoutError | Job exceeded maximum execution time of 600 seconds | runner/workflow.py line 120 | Workflow timed out during test execution | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,test_script_issue
RCA_01081,Azure DevOps,Python,test,Resource Exhaustion,DNSResolutionError,Temporary failure in name resolution for host 'internal-api.company.local',urllib3/connection.py line 96,Max retries exceeded because DNS resolution failed,test | Resource Exhaustion | DNSResolutionError | Temporary failure in name resolution for host 'internal-api.company.local' | urllib3/connection.py line 96 | Max retries exceeded because DNS resolution failed,TRUE,environment_config_issue
RCA_00911,GitHub Actions,Go,test,Resource Exhaustion,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 18,Configuration file path does not exist in CI environment,test | Resource Exhaustion | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 18 | Configuration file path does not exist in CI environment,TRUE,environment_config_issue
RCA_00999,Jenkins,Python,build,Permission Error,AssertionError,AssertionError: expected status 200 but got 500,app/order_service.py line 84 in process_order,FAILED tests/test_payment_service.py::test_create_user - application returned internal server error,build | Permission Error | AssertionError | AssertionError: expected status 200 but got 500 | app/order_service.py line 84 in process_order | FAILED tests/test_payment_service.py::test_create_user - application returned internal server error,FALSE,test_script_issue
RCA_01323,GitHub Actions,C++,test,Deployment Failure,NameError,NameError: name 'usr_id' is not defined,src/user_service.cpp line 54 in validate_payment,FAILED tests/test_order_service.cpp::test_apply_discount - undefined variable raised from application code,test | Deployment Failure | NameError | NameError: name 'usr_id' is not defined | src/user_service.cpp line 54 in validate_payment | FAILED tests/test_order_service.cpp::test_apply_discount - undefined variable raised from application code,TRUE,application_defect
RCA_01464,GitLab CI,Python,deploy,Security Scan Failure,KeyError,KeyError: 'SECRET_KEY',app/config.py line 134 in load_config,Missing environment variable in CI runner,deploy | Security Scan Failure | KeyError | KeyError: 'SECRET_KEY' | app/config.py line 134 in load_config | Missing environment variable in CI runner,TRUE,environment_config_issue
RCA_00330,Jenkins,C++,test,Test Failure,AssertionError,AssertionError: assert 180 == 190,tests/test_order_service.cpp line 109,FAILED tests/test_order_service.cpp::test_payment_validation - expected value in test appears outdated | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Test Failure | AssertionError | AssertionError: assert 180 == 190 | tests/test_order_service.cpp line 109 | FAILED tests/test_order_service.cpp::test_payment_validation - expected value in test appears outdated | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,test_script_issue
RCA_00738,GitHub Actions,NodeJS,deploy,Timeout,FixtureError,fixture 'sample_user' not found,tests/priceCalculator.test.js line 62,ERROR at setup of tests/priceCalculator.test.js::test_payment_validation - missing test fixture,deploy | Timeout | FixtureError | fixture 'sample_user' not found | tests/priceCalculator.test.js line 62 | ERROR at setup of tests/priceCalculator.test.js::test_payment_validation - missing test fixture,TRUE,test_script_issue
RCA_01321,GitLab CI,Go,test,Network Error,ImagePullBackOff,ImagePullBackOff: failed to pull image 'ghcr.io/org/payment-service:sha-1234',kubernetes/deploy.yaml line 80,Deployment failed because container image could not be pulled,test | Network Error | ImagePullBackOff | ImagePullBackOff: failed to pull image 'ghcr.io/org/payment-service:sha-1234' | kubernetes/deploy.yaml line 80 | Deployment failed because container image could not be pulled,FALSE,deployment_issue
RCA_00991,Azure DevOps,Python,test,Dependency Error,AssertionError,AssertionError: assert 180 == 190,tests/test_calculator.py line 59,FAILED tests/test_calculator.py::test_deploy_health - expected value in test appears outdated,test | Dependency Error | AssertionError | AssertionError: assert 180 == 190 | tests/test_calculator.py line 59 | FAILED tests/test_calculator.py::test_deploy_health - expected value in test appears outdated,FALSE,test_script_issue
RCA_01236,CircleCI,Java,deploy,Timeout,ConnectionTimeout,ConnectionTimeout: request timed out after 30 seconds,external_api_client.py line 70,External service call timed out while running src/test/java/com/demo/UserServiceTest.java::test_api_response,deploy | Timeout | ConnectionTimeout | ConnectionTimeout: request timed out after 30 seconds | external_api_client.py line 70 | External service call timed out while running src/test/java/com/demo/UserServiceTest.java::test_api_response,TRUE,network_issue
RCA_01228,CircleCI,Java,deploy,Resource Exhaustion,HTTPError,HTTPError: 503 Service Unavailable from upstream service,external_api_client.py line 138,External API returned 503 during src/test/java/com/demo/UserServiceTest.java::test_apply_discount,deploy | Resource Exhaustion | HTTPError | HTTPError: 503 Service Unavailable from upstream service | external_api_client.py line 138 | External API returned 503 during src/test/java/com/demo/UserServiceTest.java::test_apply_discount,TRUE,network_issue
RCA_01143,GitLab CI,NodeJS,deploy,Permission Error,ModuleNotFoundError,ModuleNotFoundError: No module named 'lodash',tests/orderService.test.js line 85,ImportError while importing test module because dependency lodash is missing,deploy | Permission Error | ModuleNotFoundError | ModuleNotFoundError: No module named 'lodash' | tests/orderService.test.js line 85 | ImportError while importing test module because dependency lodash is missing,TRUE,dependency_issue
RCA_00162,GitLab CI,C++,build,Dependency Error,DependencyResolutionError,Could not resolve dependency 'gin-gonic>=2.0.0',package_manager.py line 50,Dependency resolver failed during install step,build | Dependency Error | DependencyResolutionError | Could not resolve dependency 'gin-gonic>=2.0.0' | package_manager.py line 50 | Dependency resolver failed during install step,FALSE,environment_config_issue
RCA_00339,Jenkins,Java,test,Permission Error,VersionConflict,Version conflict: required fastapi==2.0.0 but installed fastapi==1.4.0,dependency_check.py line 100,Dependency version mismatch in CI environment,test | Permission Error | VersionConflict | Version conflict: required fastapi==2.0.0 but installed fastapi==1.4.0 | dependency_check.py line 100 | Dependency version mismatch in CI environment,FALSE,dependency_issue
RCA_00632,Jenkins,C++,test,Build Failure,SecretDetected,Secret scanning detected possible credential in 'src/order_service.cpp',security/scanner.py line 33,Secret detected by repository scan policy,test | Build Failure | SecretDetected | Secret scanning detected possible credential in 'src/order_service.cpp' | security/scanner.py line 33 | Secret detected by repository scan policy,TRUE,security_policy_issue
RCA_00714,GitHub Actions,Python,deploy,Network Error,DNSResolutionError,Temporary failure in name resolution for host 'pypi.org',urllib3/connection.py line 5,Max retries exceeded because DNS resolution failed | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Network Error | DNSResolutionError | Temporary failure in name resolution for host 'pypi.org' | urllib3/connection.py line 5 | Max retries exceeded because DNS resolution failed | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,environment_config_issue
RCA_00434,GitHub Actions,Rust,build,Deployment Failure,SASTFinding,SAST found SQL injection risk in function 'calculate_total',src/config.rs line 41,Static analysis found security issue,build | Deployment Failure | SASTFinding | SAST found SQL injection risk in function 'calculate_total' | src/config.rs line 41 | Static analysis found security issue,TRUE,security_policy_issue
RCA_00134,CircleCI,Python,build,Permission Error,AssertionError,AssertionError: expected status 200 but got 500,app/calculator.py line 103 in get_user_profile,FAILED tests/test_calculator.py::test_create_user - application returned internal server error,build | Permission Error | AssertionError | AssertionError: expected status 200 but got 500 | app/calculator.py line 103 in get_user_profile | FAILED tests/test_calculator.py::test_create_user - application returned internal server error,FALSE,environment_config_issue
RCA_00845,GitLab CI,Go,build,Resource Exhaustion,DNSResolutionError,Temporary failure in name resolution for host 'auth.service.local',urllib3/connection.py line 98,Max retries exceeded because DNS resolution failed | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Resource Exhaustion | DNSResolutionError | Temporary failure in name resolution for host 'auth.service.local' | urllib3/connection.py line 98 | Max retries exceeded because DNS resolution failed | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,network_issue
RCA_00980,GitHub Actions,Rust,test,Configuration Error,ModuleNotFoundError,ModuleNotFoundError: No module named 'junit',tests/order_service_test.rs line 12,ImportError while importing test module because dependency junit is missing,test | Configuration Error | ModuleNotFoundError | ModuleNotFoundError: No module named 'junit' | tests/order_service_test.rs line 12 | ImportError while importing test module because dependency junit is missing,FALSE,dependency_issue
RCA_00948,Azure DevOps,C++,test,Permission Error,MigrationError,Database migration failed: column 'status' already exists,migrations/2026_update.sql line 89,Deployment failed during database migration | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Permission Error | MigrationError | Database migration failed: column 'status' already exists | migrations/2026_update.sql line 89 | Deployment failed during database migration | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,deployment_issue
RCA_00936,Azure DevOps,NodeJS,test,Security Scan Failure,DependencyResolutionError,Could not resolve dependency 'serde>=2.0.0',package_manager.py line 103,Dependency resolver failed during install step,test | Security Scan Failure | DependencyResolutionError | Could not resolve dependency 'serde>=2.0.0' | package_manager.py line 103 | Dependency resolver failed during install step,FALSE,dependency_issue
RCA_00846,CircleCI,Java,build,Deployment Failure,DNSResolutionError,Temporary failure in name resolution for host 'api.example.com',urllib3/connection.py line 77,Max retries exceeded because DNS resolution failed,build | Deployment Failure | DNSResolutionError | Temporary failure in name resolution for host 'api.example.com' | urllib3/connection.py line 77 | Max retries exceeded because DNS resolution failed,FALSE,network_issue
RCA_01255,GitHub Actions,Go,deploy,Dependency Error,NameError,NameError: name 'config_pth' is not defined,internal/config/config.go line 35 in validate_payment,FAILED internal/service/user_service_test.go::test_payment_validation - undefined variable raised from application code | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Dependency Error | NameError | NameError: name 'config_pth' is not defined | internal/config/config.go line 35 in validate_payment | FAILED internal/service/user_service_test.go::test_payment_validation - undefined variable raised from application code | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,application_defect
RCA_01330,Jenkins,Go,deploy,Timeout,AssertionError,AssertionError: expected status 200 but got 500,internal/config/config.go line 32 in validate_payment,FAILED internal/service/order_service_test.go::test_deploy_health - application returned internal server error,deploy | Timeout | AssertionError | AssertionError: expected status 200 but got 500 | internal/config/config.go line 32 in validate_payment | FAILED internal/service/order_service_test.go::test_deploy_health - application returned internal server error,TRUE,application_defect
RCA_00679,Azure DevOps,Rust,deploy,Network Error,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 11,Configuration file path does not exist in CI environment,deploy | Network Error | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 11 | Configuration file path does not exist in CI environment,FALSE,environment_config_issue
RCA_00477,Jenkins,Python,test,Timeout,DNSResolutionError,Temporary failure in name resolution for host 'pypi.org',urllib3/connection.py line 90,Max retries exceeded because DNS resolution failed,test | Timeout | DNSResolutionError | Temporary failure in name resolution for host 'pypi.org' | urllib3/connection.py line 90 | Max retries exceeded because DNS resolution failed,FALSE,network_issue
RCA_00639,Jenkins,Java,deploy,Permission Error,MigrationError,Database migration failed: column 'status' already exists,migrations/2026_update.sql line 96,Deployment failed during database migration | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Permission Error | MigrationError | Database migration failed: column 'status' already exists | migrations/2026_update.sql line 96 | Deployment failed during database migration | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,infrastructure_resource_issue
RCA_00481,Jenkins,Rust,build,Network Error,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 20,Configuration file path does not exist in CI environment,build | Network Error | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 20 | Configuration file path does not exist in CI environment,TRUE,deployment_issue
RCA_01387,Jenkins,Java,deploy,Test Failure,AssertionError,AssertionError: expected status 200 but got 500,src/main/java/com/demo/OrderService.java line 8 in process_order,FAILED src/test/java/com/demo/OrderServiceTest.java::test_calculate_total - application returned internal server error,deploy | Test Failure | AssertionError | AssertionError: expected status 200 but got 500 | src/main/java/com/demo/OrderService.java line 8 in process_order | FAILED src/test/java/com/demo/OrderServiceTest.java::test_calculate_total - application returned internal server error,TRUE,application_defect
RCA_00275,CircleCI,Go,build,Configuration Error,TimeoutError,TimeoutError: waiting for element '#checkout-confirm' exceeded 10 seconds,internal/service/order_service_test.go line 19,FAILED internal/service/order_service_test.go::test_payment_validation - UI locator or wait condition is unstable,build | Configuration Error | TimeoutError | TimeoutError: waiting for element '#checkout-confirm' exceeded 10 seconds | internal/service/order_service_test.go line 19 | FAILED internal/service/order_service_test.go::test_payment_validation - UI locator or wait condition is unstable,FALSE,test_script_issue
RCA_01020,CircleCI,Python,build,Network Error,ImagePullBackOff,ImagePullBackOff: failed to pull image 'ghcr.io/org/payment-service:sha-1234',kubernetes/deploy.yaml line 112,Deployment failed because container image could not be pulled,build | Network Error | ImagePullBackOff | ImagePullBackOff: failed to pull image 'ghcr.io/org/payment-service:sha-1234' | kubernetes/deploy.yaml line 112 | Deployment failed because container image could not be pulled,FALSE,deployment_issue
RCA_00592,CircleCI,Go,test,Timeout,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 24,Disk full while restoring cache or building image,test | Timeout | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 24 | Disk full while restoring cache or building image,FALSE,infrastructure_resource_issue
RCA_01067,GitHub Actions,C++,build,Resource Exhaustion,PermissionError,PermissionError: cannot write to reports/output.json,app/report.py line 21,CI runner cannot write to report output directory | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Resource Exhaustion | PermissionError | PermissionError: cannot write to reports/output.json | app/report.py line 21 | CI runner cannot write to report output directory | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,deployment_issue
RCA_00548,GitLab CI,Rust,build,Resource Exhaustion,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 123,Disk full while restoring cache or building image,build | Resource Exhaustion | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 123 | Disk full while restoring cache or building image,TRUE,infrastructure_resource_issue
RCA_00338,CircleCI,Java,deploy,Deployment Failure,KeyError,KeyError: 'API_TOKEN',app/config.py line 53 in load_config,Missing environment variable in CI runner,deploy | Deployment Failure | KeyError | KeyError: 'API_TOKEN' | app/config.py line 53 in load_config | Missing environment variable in CI runner,TRUE,deployment_issue
RCA_00076,Azure DevOps,C++,deploy,Dependency Error,TimeoutError,Job exceeded maximum execution time of 600 seconds,runner/workflow.py line 65,Workflow timed out during test execution,deploy | Dependency Error | TimeoutError | Job exceeded maximum execution time of 600 seconds | runner/workflow.py line 65 | Workflow timed out during test execution,TRUE,infrastructure_resource_issue
